route_id,city,city_tier,source_lat,source_lng,dest_lat,dest_lng,source_subregion,source_zone,dest_subregion,dest_zone,distance_km,base_time_min,timestamp,time_of_day,day_of_week,hour,is_holiday,weather_condition,traffic_level,cab_type,cab_availability,surge_multiplier,base_price_per_km,per_minute_rate,estimated_time_min,fare_amount
7,Mumbai,1,18.943353,72.839065,19.21008,72.978557,CSMT,Railway,Thane,Suburb,37.49,30.88,2026-06-02T09:00,Morning,Tuesday,9,0,Sunny,Low,Mini,15,1.13,21.0,2.5,36.48,1023.95
7,Mumbai,1,18.943353,72.839065,19.21008,72.978557,CSMT,Railway,Thane,Suburb,37.49,30.88,2026-06-06T18:00,Evening,Saturday,18,0,Cloudy,Low,Sedan,15,1.08,21.0,2.5,36.3,1059.12
7,Mumbai,1,18.943353,72.839065,19.21008,72.978557,CSMT,Railway,Thane,Suburb,37.49,30.88,2026-06-05T05:00,Night,Friday,5,0,Rainy,Low,Sedan,15,1.32,21.0,2.5,36.64,1664.6
8,Mumbai,1,18.994827,72.825553,19.061618,72.831335,Lower Parel,City Center,Bandra West,City Center,9.38,11.91,2026-06-11T17:00,Evening,Thursday,17,0,Rainy,High,Sedan,12,1.87,21.0,2.5,27.66,613.05
8,Mumbai,1,18.994827,72.825553,19.061618,72.831335,Lower Parel,City Center,Bandra West,City Center,9.38,11.91,2026-06-11T12:00,Afternoon,Thursday,12,0,Rainy,High,SUV,12,1.82,21.0,2.5,19.34,1039.66
8,Mumbai,1,18.994827,72.825553,19.061618,72.831335,Lower Parel,City Center,Bandra West,City Center,9.38,11.91,2026-06-03T00:00,Night,Wednesday,0,0,Rainy,Low,SUV,12,1.38,21.0,2.5,16.85,567.31
8,Mumbai,1,18.994827,72.825553,19.061618,72.831335,Lower Parel,City Center,Bandra West,City Center,9.38,11.91,2026-06-30T03:00,Night,Tuesday,3,0,Rainy,Low,Sedan,12,1.54,21.0,2.5,14.47,469.94
8,Mumbai,1,18.994827,72.825553,19.061618,72.831335,Lower Parel,City Center,Bandra West,City Center,9.38,11.91,2026-06-10T05:00,Night,Wednesday,5,0,Rainy,Low,Mini,12,1.59,21.0,2.5,13.89,429.15
9,Mumbai,1,18.940891,72.832111,18.922234,72.822995,CSMT,Railway,Nariman Point,City Center,3.26,5.47,2026-06-14T19:00,Evening,Sunday,19,0,Rainy,Low,SUV,15,1.28,21.0,2.5,8.67,264.17
9,Mumbai,1,18.940891,72.832111,18.922234,72.822995,CSMT,Railway,Nariman Point,City Center,3.26,5.47,2026-06-23T15:00,Afternoon,Tuesday,15,0,Rainy,Low,SUV,15,1.24,21.0,2.5,10.64,258.51
9,Mumbai,1,18.940891,72.832111,18.922234,72.822995,CSMT,Railway,Nariman Point,City Center,3.26,5.47,2026-06-15T04:00,Night,Monday,4,0,Sunny,Low,Sedan,15,1.12,21.0,2.5,10.53,220.46
9,Mumbai,1,18.940891,72.832111,18.922234,72.822995,CSMT,Railway,Nariman Point,City Center,3.26,5.47,2026-06-30T10:00,Afternoon,Tuesday,10,0,Rainy,Low,Mini,15,1.07,21.0,2.5,10.35,200.57
9,Mumbai,1,18.940891,72.832111,18.922234,72.822995,CSMT,Railway,Nariman Point,City Center,3.26,5.47,2026-06-19T10:00,Afternoon,Friday,10,0,Sunny,Low,Mini,15,1.06,21.0,2.5,7.11,129.49
10,Mumbai,1,18.927446,72.827629,19.09469,72.869921,Nariman Point,City Center,CSIA Terminal 2,Airport,28.07,27.65,2026-06-28T20:00,Evening,Sunday,20,0,Rainy,Medium,Mini,12,1.71,21.0,2.5,38.73,1049.74
10,Mumbai,1,18.927446,72.827629,19.09469,72.869921,Nariman Point,City Center,CSIA Terminal 2,Airport,28.07,27.65,2026-06-26T13:00,Afternoon,Friday,13,1,Rainy,Medium,SUV,12,1.7,21.0,2.5,38.32,1841.78
10,Mumbai,1,18.927446,72.827629,19.09469,72.869921,Nariman Point,City Center,CSIA Terminal 2,Airport,28.07,27.65,2026-06-10T07:00,Morning,Wednesday,7,0,Rainy,High,SUV,12,1.93,21.0,2.5,53.02,2195.3
10,Mumbai,1,18.927446,72.827629,19.09469,72.869921,Nariman Point,City Center,CSIA Terminal 2,Airport,28.07,27.65,2026-06-18T09:00,Morning,Thursday,9,0,Sunny,Medium,SUV,12,1.54,21.0,2.5,42.26,1863.89
10,Mumbai,1,18.927446,72.827629,19.09469,72.869921,Nariman Point,City Center,CSIA Terminal 2,Airport,28.07,27.65,2026-06-23T02:00,Night,Tuesday,2,0,Rainy,Low,SUV,12,1.59,21.0,2.5,34.79,1900.79
11,Mumbai,1,19.103812,72.822362,19.101926,72.826692,Juhu,City Center,Juhu,City Center,0.87,1.52,2026-06-16T07:00,Morning,Tuesday,7,0,Sunny,Medium,Sedan,12,1.35,21.0,2.5,8.55,75.0
11,Mumbai,1,19.103812,72.822362,19.101926,72.826692,Juhu,City Center,Juhu,City Center,0.87,1.52,2026-06-15T15:00,Afternoon,Monday,15,0,Sunny,Low,Mini,12,1.18,21.0,2.5,7.39,75.0
11,Mumbai,1,19.103812,72.822362,19.101926,72.826692,Juhu,City Center,Juhu,City Center,0.87,1.52,2026-06-25T01:00,Night,Thursday,1,0,Rainy,Low,Sedan,12,1.54,21.0,2.5,3.88,112.48
11,Mumbai,1,19.103812,72.822362,19.101926,72.826692,Juhu,City Center,Juhu,City Center,0.87,1.52,2026-06-05T10:00,Afternoon,Friday,10,0,Sunny,Low,SUV,12,1.26,21.0,2.5,9.34,208.21
11,Mumbai,1,19.103812,72.822362,19.101926,72.826692,Juhu,City Center,Juhu,City Center,0.87,1.52,2026-06-07T21:00,Night,Sunday,21,0,Rainy,Low,Sedan,12,1.57,21.0,2.5,8.91,184.15
12,Mumbai,1,19.282029,72.865496,19.06207,72.828784,Mira Road,Suburb,Bandra West,City Center,30.29,27.86,2026-06-27T06:00,Morning,Saturday,6,0,Sunny,Medium,Mini,6,1.87,21.0,2.5,41.33,1224.09
12,Mumbai,1,19.282029,72.865496,19.06207,72.828784,Mira Road,Suburb,Bandra West,City Center,30.29,27.86,2026-06-26T01:00,Night,Friday,1,1,Rainy,Low,Sedan,6,2.0,21.0,2.5,34.58,1836.69
12,Mumbai,1,19.282029,72.865496,19.06207,72.828784,Mira Road,Suburb,Bandra West,City Center,30.29,27.86,2026-06-30T06:00,Morning,Tuesday,6,0,Rainy,High,Sedan,6,2.0,21.0,2.5,46.58,1679.33
12,Mumbai,1,19.282029,72.865496,19.06207,72.828784,Mira Road,Suburb,Bandra West,City Center,30.29,27.86,2026-06-03T03:00,Night,Wednesday,3,0,Sunny,Low,Mini,6,1.69,21.0,2.5,29.51,1346.8
12,Mumbai,1,19.282029,72.865496,19.06207,72.828784,Mira Road,Suburb,Bandra West,City Center,30.29,27.86,2026-06-05T13:00,Afternoon,Friday,13,0,Sunny,Medium,SUV,6,1.69,21.0,2.5,42.26,1828.44
13,Mumbai,1,19.21092,72.982173,19.054895,72.836609,Thane,Suburb,Bandra Station,Railway,31.15,25.45,2026-06-15T07:00,Morning,Monday,7,0,Sunny,High,Mini,6,2.0,21.0,2.5,44.43,1582.95
13,Mumbai,1,19.21092,72.982173,19.054895,72.836609,Thane,Suburb,Bandra Station,Railway,31.15,25.45,2026-06-26T13:00,Afternoon,Friday,13,1,Rainy,Medium,Mini,6,2.0,21.0,2.5,38.37,1385.91
13,Mumbai,1,19.21092,72.982173,19.054895,72.836609,Thane,Suburb,Bandra Station,Railway,31.15,25.45,2026-06-30T21:00,Night,Tuesday,21,0,Rainy,Low,SUV,6,1.73,21.0,2.5,32.07,2634.65
13,Mumbai,1,19.21092,72.982173,19.054895,72.836609,Thane,Suburb,Bandra Station,Railway,31.15,25.45,2026-06-18T00:00,Night,Thursday,0,0,Sunny,Low,Sedan,6,1.72,21.0,2.5,27.14,1491.09
13,Mumbai,1,19.21092,72.982173,19.054895,72.836609,Thane,Suburb,Bandra Station,Railway,31.15,25.45,2026-06-18T22:00,Night,Thursday,22,0,Sunny,Low,SUV,6,1.64,21.0,2.5,30.89,2236.73
14,Mumbai,1,19.101011,72.871128,19.232021,72.856622,CSIA Terminal 2,Airport,Borivali Station,Railway,18.98,18.24,2026-06-21T19:00,Evening,Sunday,19,0,Sunny,Low,Sedan,18,1.11,21.0,2.5,24.0,833.75
14,Mumbai,1,19.101011,72.871128,19.232021,72.856622,CSIA Terminal 2,Airport,Borivali Station,Railway,18.98,18.24,2026-06-26T07:00,Morning,Friday,7,1,Sunny,Low,SUV,18,1.42,21.0,2.5,25.7,1418.0
14,Mumbai,1,19.101011,72.871128,19.232021,72.856622,CSIA Terminal 2,Airport,Borivali Station,Railway,18.98,18.24,2026-06-28T00:00,Night,Sunday,0,0,Sunny,Low,Mini,18,1.11,21.0,2.5,23.74,554.73
14,Mumbai,1,19.101011,72.871128,19.232021,72.856622,CSIA Terminal 2,Airport,Borivali Station,Railway,18.98,18.24,2026-06-30T12:00,Afternoon,Tuesday,12,0,Rainy,Low,SUV,18,1.11,21.0,2.5,23.02,1046.43
14,Mumbai,1,19.101011,72.871128,19.232021,72.856622,CSIA Terminal 2,Airport,Borivali Station,Railway,18.98,18.24,2026-06-18T04:00,Night,Thursday,4,0,Rainy,Low,Sedan,18,1.23,21.0,2.5,22.08,825.37
15,Mumbai,1,18.938648,72.836359,19.285891,72.873811,CSMT,Railway,Mira Road,Suburb,42.8,40.77,2026-06-09T21:00,Night,Tuesday,21,0,Rainy,Low,SUV,15,1.32,21.0,2.5,50.74,2327.35
15,Mumbai,1,18.938648,72.836359,19.285891,72.873811,CSMT,Railway,Mira Road,Suburb,42.8,40.77,2026-06-10T04:00,Night,Wednesday,4,0,Rainy,Low,Mini,15,1.17,21.0,2.5,46.13,1376.75
15,Mumbai,1,18.938648,72.836359,19.285891,72.873811,CSMT,Railway,Mira Road,Suburb,42.8,40.77,2026-06-11T05:00,Night,Thursday,5,0,Sunny,Low,Sedan,15,1.12,21.0,2.5,45.58,1298.47
15,Mumbai,1,18.938648,72.836359,19.285891,72.873811,CSMT,Railway,Mira Road,Suburb,42.8,40.77,2026-06-22T15:00,Afternoon,Monday,15,0,Sunny,Low,SUV,15,1.02,21.0,2.5,47.83,1722.48
15,Mumbai,1,18.938648,72.836359,19.285891,72.873811,CSMT,Railway,Mira Road,Suburb,42.8,40.77,2026-06-13T19:00,Evening,Saturday,19,0,Sunny,Low,Sedan,15,1.06,21.0,2.5,47.81,1344.2
16,Mumbai,1,19.094603,72.853246,19.062286,72.827902,CSIA Terminal 1,Airport,Bandra West,City Center,6.84,10.08,2026-06-20T21:00,Night,Saturday,21,0,Sunny,Low,Mini,18,1.12,21.0,2.5,16.0,401.24
16,Mumbai,1,19.094603,72.853246,19.062286,72.827902,CSIA Terminal 1,Airport,Bandra West,City Center,6.84,10.08,2026-06-14T16:00,Afternoon,Sunday,16,0,Sunny,Low,Mini,18,1.0,21.0,2.5,13.86,236.0
16,Mumbai,1,19.094603,72.853246,19.062286,72.827902,CSIA Terminal 1,Airport,Bandra West,City Center,6.84,10.08,2026-06-27T02:00,Night,Saturday,2,0,Cloudy,Low,Sedan,18,1.05,21.0,2.5,12.01,416.28
16,Mumbai,1,19.094603,72.853246,19.062286,72.827902,CSIA Terminal 1,Airport,Bandra West,City Center,6.84,10.08,2026-06-20T07:00,Morning,Saturday,7,0,Cloudy,Medium,Mini,18,1.14,21.0,2.5,18.67,296.73
16,Mumbai,1,19.094603,72.853246,19.062286,72.827902,CSIA Terminal 1,Airport,Bandra West,City Center,6.84,10.08,2026-06-15T00:00,Night,Monday,0,0,Sunny,Low,SUV,18,1.06,21.0,2.5,19.35,534.02
17,Mumbai,1,19.135748,72.829137,19.064319,72.83212,Andheri West,City Center,Bandra West,City Center,9.89,13.1,2026-06-13T14:00,Afternoon,Saturday,14,0,Sunny,Low,Mini,12,1.1,21.0,2.5,20.22,348.33
17,Mumbai,1,19.135748,72.829137,19.064319,72.83212,Andheri West,City Center,Bandra West,City Center,9.89,13.1,2026-06-23T08:00,Morning,Tuesday,8,0,Rainy,High,SUV,12,1.95,21.0,2.5,29.65,997.06
17,Mumbai,1,19.135748,72.829137,19.064319,72.83212,Andheri West,City Center,Bandra West,City Center,9.89,13.1,2026-06-25T00:00,Night,Thursday,0,0,Rainy,Low,SUV,12,1.51,21.0,2.5,16.93,620.61
17,Mumbai,1,19.135748,72.829137,19.064319,72.83212,Andheri West,City Center,Bandra West,City Center,9.89,13.1,2026-06-23T01:00,Night,Tuesday,1,0,Rainy,Low,Sedan,12,1.51,21.0,2.5,17.92,511.78
17,Mumbai,1,19.135748,72.829137,19.064319,72.83212,Andheri West,City Center,Bandra West,City Center,9.89,13.1,2026-06-20T16:00,Afternoon,Saturday,16,0,Sunny,Low,SUV,12,1.31,21.0,2.5,13.47,645.22
18,Mumbai,1,19.244426,73.134205,19.139817,72.829677,Kalyan,Suburb,Andheri West,City Center,46.54,43.13,2026-06-02T01:00,Night,Tuesday,1,0,Sunny,Low,SUV,6,1.5,21.0,2.5,52.33,2370.62
18,Mumbai,1,19.244426,73.134205,19.139817,72.829677,Kalyan,Suburb,Andheri West,City Center,46.54,43.13,2026-06-30T01:00,Night,Tuesday,1,0,Rainy,Low,SUV,6,1.87,21.0,2.5,46.21,3163.13
18,Mumbai,1,19.244426,73.134205,19.139817,72.829677,Kalyan,Suburb,Andheri West,City Center,46.54,43.13,2026-06-25T03:00,Night,Thursday,3,0,Rainy,Low,Sedan,6,1.71,21.0,2.5,48.99,2073.93
18,Mumbai,1,19.244426,73.134205,19.139817,72.829677,Kalyan,Suburb,Andheri West,City Center,46.54,43.13,2026-06-21T17:00,Evening,Sunday,17,0,Sunny,Medium,SUV,6,1.98,21.0,2.5,58.15,3690.57
18,Mumbai,1,19.244426,73.134205,19.139817,72.829677,Kalyan,Suburb,Andheri West,City Center,46.54,43.13,2026-06-19T15:00,Afternoon,Friday,15,0,Sunny,Low,Mini,6,1.39,21.0,2.5,53.95,1554.11
19,Mumbai,1,19.183028,72.978125,19.244485,73.131489,Thane Station,Railway,Kalyan,Suburb,24.16,20.7,2026-06-19T16:00,Afternoon,Friday,16,0,Sunny,Medium,Sedan,15,1.05,21.0,2.5,29.51,808.36
19,Mumbai,1,19.183028,72.978125,19.244485,73.131489,Thane Station,Railway,Kalyan,Suburb,24.16,20.7,2026-06-16T12:00,Afternoon,Tuesday,12,0,Rainy,High,Sedan,15,1.38,21.0,2.5,38.01,938.72
19,Mumbai,1,19.183028,72.978125,19.244485,73.131489,Thane Station,Railway,Kalyan,Suburb,24.16,20.7,2026-06-23T15:00,Afternoon,Tuesday,15,0,Rainy,High,Mini,15,1.4,21.0,2.5,37.2,905.48
19,Mumbai,1,19.183028,72.978125,19.244485,73.131489,Thane Station,Railway,Kalyan,Suburb,24.16,20.7,2026-06-13T09:00,Morning,Saturday,9,0,Rainy,High,SUV,15,1.48,21.0,2.5,39.55,1452.2
19,Mumbai,1,19.183028,72.978125,19.244485,73.131489,Thane Station,Railway,Kalyan,Suburb,24.16,20.7,2026-06-02T02:00,Night,Tuesday,2,0,Sunny,Low,Mini,15,1.06,21.0,2.5,27.34,740.84
20,Mumbai,1,19.449995,72.816291,19.133795,72.827009,Virar,Suburb,Andheri West,City Center,50.22,43.56,2026-06-29T22:00,Night,Monday,22,0,Rainy,Low,SUV,6,1.84,21.0,2.5,44.3,3514.66
20,Mumbai,1,19.449995,72.816291,19.133795,72.827009,Virar,Suburb,Andheri West,City Center,50.22,43.56,2026-06-08T14:00,Afternoon,Monday,14,0,Sunny,Medium,Sedan,6,1.69,21.0,2.5,61.08,2440.56
20,Mumbai,1,19.449995,72.816291,19.133795,72.827009,Virar,Suburb,Andheri West,City Center,50.22,43.56,2026-06-05T04:00,Night,Friday,4,0,Rainy,Low,SUV,6,2.0,21.0,2.5,52.17,3286.79
20,Mumbai,1,19.449995,72.816291,19.133795,72.827009,Virar,Suburb,Andheri West,City Center,50.22,43.56,2026-06-22T00:00,Night,Monday,0,0,Sunny,Low,Sedan,6,1.49,21.0,2.5,48.39,2343.17
20,Mumbai,1,19.449995,72.816291,19.133795,72.827009,Virar,Suburb,Andheri West,City Center,50.22,43.56,2026-06-13T07:00,Morning,Saturday,7,0,Sunny,Medium,Mini,6,1.7,21.0,2.5,62.11,2312.73
21,Mumbai,1,18.935657,72.83526,18.94458,72.835727,CSMT,Railway,CSMT,Railway,1.96,3.91,2026-06-11T21:00,Night,Thursday,21,0,Cloudy,Low,Mini,15,1.05,21.0,2.5,10.37,148.95
21,Mumbai,1,18.935657,72.83526,18.94458,72.835727,CSMT,Railway,CSMT,Railway,1.96,3.91,2026-06-21T16:00,Afternoon,Sunday,16,0,Sunny,Low,Sedan,15,1.0,21.0,2.5,9.57,130.75
21,Mumbai,1,18.935657,72.83526,18.94458,72.835727,CSMT,Railway,CSMT,Railway,1.96,3.91,2026-06-29T05:00,Night,Monday,5,0,Rainy,Low,Sedan,15,1.17,21.0,2.5,9.64,327.58
21,Mumbai,1,18.935657,72.83526,18.94458,72.835727,CSMT,Railway,CSMT,Railway,1.96,3.91,2026-06-12T20:00,Evening,Friday,20,0,Cloudy,Low,SUV,15,1.17,21.0,2.5,11.68,233.18
21,Mumbai,1,18.935657,72.83526,18.94458,72.835727,CSMT,Railway,CSMT,Railway,1.96,3.91,2026-06-21T14:00,Afternoon,Sunday,14,0,Sunny,Low,Mini,15,1.08,21.0,2.5,8.93,126.43
22,Mumbai,1,19.051084,72.840453,19.226751,72.861124,Bandra Station,Railway,Borivali Station,Railway,21.51,17.39,2026-06-30T03:00,Night,Tuesday,3,0,Rainy,Low,Sedan,15,1.3,21.0,2.5,21.67,964.55
22,Mumbai,1,19.051084,72.840453,19.226751,72.861124,Bandra Station,Railway,Borivali Station,Railway,21.51,17.39,2026-06-07T20:00,Evening,Sunday,20,0,Rainy,High,SUV,15,1.49,21.0,2.5,31.83,1540.63
22,Mumbai,1,19.051084,72.840453,19.226751,72.861124,Bandra Station,Railway,Borivali Station,Railway,21.51,17.39,2026-06-28T19:00,Evening,Sunday,19,0,Rainy,High,Sedan,15,1.73,21.0,2.5,30.96,1121.13
22,Mumbai,1,19.051084,72.840453,19.226751,72.861124,Bandra Station,Railway,Borivali Station,Railway,21.51,17.39,2026-06-06T03:00,Night,Saturday,3,0,Rainy,Low,SUV,15,1.36,21.0,2.5,22.09,1069.1
22,Mumbai,1,19.051084,72.840453,19.226751,72.861124,Bandra Station,Railway,Borivali Station,Railway,21.51,17.39,2026-06-28T18:00,Evening,Sunday,18,0,Rainy,High,Sedan,15,1.47,21.0,2.5,33.73,973.23
